region_id,name,neighborhood,cuisine_type,address,phone,email,website,yelp_url,private_dining_info,approximate_capacity,notes
1,Paradise Dynasty,The Americana Glendale,Chinese (Xiao Long Bao),"177 Caruso Ave, Glendale, CA 91210",(858) 351-4177,,https://www.paradisegp.com/usa/,https://www.yelp.com/biz/paradise-dynasty-glendale,Contact restaurant,~100 seats,World's first 8-flavored Xiao Long Bao. First LA location.
1,Zhengyalov Hatz,Downtown Glendale,Armenian,"318 E Broadway, Glendale, CA 91205",(818) 696-9339,,https://zhengyalovhatzla.com/,https://www.yelp.com/biz/zhengyalov-hatz-glendale,N/A (small bakery),~20 seats,2025 Michelin Guide featured. Armenian flatbread with 10+ herbs.
1,Castaway Burbank,Burbank Hills,California / Steakhouse,"1250 E Harvard Rd, Burbank, CA 91501",(818) 848-6691,castawayburbank@srcmail.com,https://www.castawayburbank.com/,https://www.yelp.com/biz/castaway-burbank-burbank-6,Yes -- Full-service events team. Weddings corporate private parties.,~300+,Hilltop views of LA skyline. Modern gourmet experience.
1,The Smoke House,Downtown Burbank,American Steakhouse,"4420 W Lakeside Dr, Burbank, CA 91505",(818) 845-3731,,https://www.smokehouse1946.com/,https://www.yelp.com/biz/smoke-house-burbank-6,Yes -- Classic event space,~200 seats,Burbank classic since 1946. Adjacent to Warner Bros. studio.
1,Bob's Big Boy,Burbank,American Diner,"4211 W Riverside Dr, Burbank, CA 91505",(818) 843-9334,,https://bobs.net/,https://www.yelp.com/biz/bob-s-big-boy-burbank,Classic car show Fridays; special events possible,~150 seats,Oldest Big Boy in the country. Iconic Googie architecture.
1,Porto's Bakery (Burbank),Magnolia Park Burbank,Cuban Bakery / Cafe,"3614 Magnolia Blvd, Burbank, CA 91505",(818) 846-9100,,https://www.portosbakery.com/,https://www.yelp.com/biz/portos-bakery-and-cafe-burbank,N/A (counter service),~80 seats,Same legendary Cuban bakery.
1,Olive & Thyme,Burbank / Toluca Lake,Gourmet Cafe / Mediterranean,"3821 W Riverside Dr, Burbank, CA 91505",(818) 557-1560,,https://oliveandthyme.com/,https://www.yelp.com/biz/olive-and-thyme-toluca-lake-2,Yes -- Full-service catering; Hollywood Bowl baskets,~60 seats per location,Chef Melina Davies. 50+ international cheeses. 3 locations.
1,Palma Ristorante,Downtown Burbank,Fine Dining / Steakhouse,"269 E Palm Ave, Burbank, CA 91502",(818) 748-3000,info@palmaburbank.com,https://palmausa.com/,https://www.yelp.com/biz/palma-ristorante-burbank,Contact restaurant; upscale venue,~100 seats,Premier fine dining in Burbank. Open late.
1,Morton's The Steakhouse (Burbank),Burbank Media District,Fine Dining Steakhouse,"3400 W Olive Ave, Burbank, CA 91505",(818) 238-0424,,https://www.mortons.com/location/mortons-the-steakhouse-burbank-ca/,https://www.yelp.com/biz/mortons-the-steakhouse-burbank,Yes -- Private dining rooms for 10 to 100,Up to 100 (private),Adjacent to NBC Warner Bros Disney ABC Universal.
1,Gus's BBQ,South Pasadena,BBQ / Southern,"808 Fair Oaks Ave, South Pasadena, CA 91030",(626) 799-3251,southpasadena@gussbbq.com,https://www.gussbbq.com/,https://www.yelp.com/biz/guss-barbecue-south-pasadena,Yes -- Private room up to 20; full catering available,20 (private); ~120 total,Since 1946. On historic Route 66. Meats smoked over pecan logs.
1,Cannonball,South Pasadena,New American / Wine Bar,"1010 Mission St, South Pasadena, CA",(310) 954-9279,hello@cannonballla.com,https://www.cannonballla.com/,https://www.yelp.com/biz/cannonball-south-pasadena,Patio with 100-year-old oak tree; contact restaurant,~40 seats,Chef Matt Molina (James Beard Award winner). Hundreds of wines.
1,Chengdu Taste,Alhambra,Sichuan Chinese,"828 W Valley Blvd, Alhambra, CA 91803",(626) 588-2284,,https://chengdu-taste-alhambra.com/,https://www.yelp.com/biz/chengdu-taste-alhambra-6,Large restaurant; contact for groups,~100 seats,Michelin Bib Gourmand. Iconic LA Sichuan staple.
1,Lunasia Dim Sum House (Alhambra),Alhambra,Dim Sum / Cantonese,"500 W Main St, Alhambra, CA 91801",(626) 308-3222,cs@lunasiagroup.com,https://lunasiadimsum.com/,https://www.yelp.com/biz/lunasia-dimsum-house-alhambra-2,Large space; contact for group events,~150 seats,Michelin Bib Gourmand 2025. Original location.
1,Sichuan Impression,Alhambra,Sichuan Chinese,"235 W Main St, Ste B, Alhambra, CA 91801",(626) 283-4622,,https://www.sichuanimpressions.com/,https://www.yelp.com/biz/sichuan-impression-alhambra-3,Large tables communal dining; contact for groups,~80 seats,Michelin Bib Gourmand 2025.
1,Yang's Kitchen,Alhambra,Modern Taiwanese-Chinese,"112 W Main St, Alhambra, CA 91801",(626) 281-1035,hello@yangskitchenla.com,https://www.yangskitchenla.com/,https://www.yelp.com/biz/yang-s-kitchen-alhambra,Limited; dinner reservations Thu-Sun via OpenTable,~40 seats,#1 ranked restaurant in Alhambra.
1,Ipoh Kopitiam,Alhambra,Malaysian,"1411 S Garfield Ave, Ste 104, Alhambra, CA 91801",(626) 703-4198,,https://www.ipoh-kopitiam.com/,https://www.yelp.com/biz/ipoh-kopitiam-alhambra,Contact restaurant,~40 seats,Michelin Bib Gourmand 2025.
1,Julienne Fine Foods,San Marino,French-inspired / Provencal,"2649 Mission St, San Marino, CA 91108",(626) 441-2299,,https://www.juliennetogo.com/,https://www.yelp.com/biz/julienne-san-marino,Yes -- Celebrations catering and events,~60 seats (cafe); larger for catering,40 years in San Marino. Established 1985.
2,The Strand House,Manhattan Beach,Coastal California / New American,117 Manhattan Beach Blvd Manhattan Beach CA 90266,(310) 545-7470,events@thestrandhousemb.com,https://www.thestrandhousemb.com/,https://www.yelp.com/biz/the-strand-house-manhattan-beach,Ocean View Room 42 seated; Sunset Balcony 30 seated; full main dining room buyout up to 150 guests,150,Iconic ocean-view restaurant above Manhattan Beach Pier; floor-to-ceiling windows; Chef Chris Park; StrandBar cocktail lounge downstairs; coastal California cuisine; one of South Bay's premier event venues; sunsets are exceptional
2,Manhattan Beach Post (MB Post),Manhattan Beach,New American / Small Plates,1142 Manhattan Ave Manhattan Beach CA 90266,(310) 545-5405,,https://www.eatmbpost.com/,https://www.yelp.com/biz/manhattan-beach-post-manhattan-beach,No dedicated private room; full buyout possible; contact directly,80,Michelin Bib Gourmand 2022 & 2023; Chef/Owner David LeFevre (Michelin-starred); farm-to-table artisan small plates; landmark that transformed Manhattan Beach dining scene; opened 2011 in former post office building; handcrafted cocktails and small-production wines
2,Fishing with Dynamite (FWD),Manhattan Beach,Seafood / Oyster Bar,1148 Manhattan Ave Manhattan Beach CA 90266,(310) 893-6299,,https://eatfwd.com/,https://www.yelp.com/biz/fishing-with-dynamite-manhattan-beach,Small 32-seat restaurant; full buyout available; contact for details,32,2025 Michelin Guide Recommended; Michelin Plate 2019; Chef David LeFevre; best oyster bar in South Bay; LA Magazine Best New Restaurant; OpenTable 100 Best Restaurants 2016/2017/2019; lively and cheerful
2,The Arthur J,Manhattan Beach,Steakhouse / New American,903 Manhattan Ave Manhattan Beach CA 90266,(310) 878-9620,,https://thearthurj.com/,https://www.yelp.com/biz/the-arthur-j-manhattan-beach,Private dining room available for groups; main dining room and bar for larger events; contact directly,80,Michelin Plate 2022; Chef/Owner David LeFevre; massive wood-fired grill; named for Arthur J Simms local restaurant patriarch; top South Bay steakhouse; dinner only; partnership with Simms family
2,Love & Salt,Manhattan Beach,Italian-Californian,317 Manhattan Beach Blvd Manhattan Beach CA 90266,(310) 545-5252,privatebooking@loveandsaltla.com,https://www.loveandsaltla.com/,https://www.yelp.com/biz/love-and-salt-manhattan-beach,Private wine cellar seats up to 20 (16 with A/V); complete privacy with closing door; family-style menu required; $1500 F&B minimum; $75-85/person,20,Beloved neighborhood Italian-Californian; steps from Manhattan Beach pier; evolved from Cafe Pierre (1977); Southern California soul with Italian inspiration; owned by Guy & Sylvie Gabriele; 4.7 stars OpenTable
2,Petros,Manhattan Beach,Greek / Hellenic-Californian,451 Manhattan Beach Blvd Suite B110 Manhattan Beach CA 90266,(310) 545-4100,info@petrosrestaurant.com,https://www.petrosbrand.com/locations/petros-manhattan-beach,https://www.yelp.com/biz/petros-manhattan-beach-manhattan-beach,Main dining room and patio for private parties and banquets; customized group menus; offsite catering available,100,Upscale Greek-California fusion; imports wine honey and olive oil from Greece; organic produce from own farms in Los Olivos; LA Times praised; parking garage on-site; polished and elegant service; 4.8 stars OpenTable
2,BOA Steakhouse,Manhattan Beach,Steakhouse,3110 N Sepulveda Blvd Manhattan Beach CA 90266,(310) 683-4080,,https://www.boasteak.com/manhattan-location/,https://www.yelp.com/biz/boa-steakhouse-manhattan-beach-3,Special events and private dining available; contact special events team,80,Upscale steakhouse chain; prime steaks and seafood; 40-day dry-aged NY strip; A5 Wagyu; open lunch and dinner daily; 50% off wine bottles Wednesdays; happy hour daily 3-5pm; strong corporate dining reputation
2,Tin Roof Bistro (T.R.B.),Manhattan Beach,New American / Wine Bar,3500 N Sepulveda Blvd Manhattan Beach CA 90266,(310) 939-0900,,https://www.tinroofbistro.com/,https://www.yelp.com/biz/tin-roof-bistro-manhattan-beach,Private Wine Cellar seats 64 (80 cocktail); Courtyard Patio for outdoor events; full buyout possible,120,California wine country bistro inside Manhattan Village Mall; mahogany bar; wine library; display kitchen; 4.8 stars OpenTable with 5600+ reviews; winemaker dinners; bocce tournaments; extremely popular local institution
2,JOEY Manhattan Beach,Manhattan Beach,Contemporary / Global,1000 Manhattan Beach Blvd Manhattan Beach CA 90266,(310) 321-0600,,https://www.joeyrestaurants.com/,https://www.yelp.com/biz/joey-manhattan-beach,Group dining and semi-private areas available; contact events team,150,Upscale casual chain with chef-driven globally-inspired menu; great for special occasions and corporate gatherings; full bar; lively atmosphere; popular with beach crowd and business diners
2,Lunetta,Manhattan Beach,California / New American,2804 Highland Ave Manhattan Beach CA 90266,(310) 318-6098,,http://www.lunettamb.com/,https://www.yelp.com/biz/lunetta-manhattan-beach,Dining room and bar available for private events; contact directly,70,Chef Raphael Lunetta; rustic California dining room and bar; locally sourced and responsibly grown seasonal menu; locally roasted coffee; classic cocktails; large craft beer selection; warm neighborhood vibe
2,Esperanza Cocina de la Playa,Manhattan Beach,Upscale Mexican / Coastal,309 Manhattan Beach Blvd Manhattan Beach CA 90266,(310) 318-2120,,https://www.esperanzamb.com/,https://www.yelp.com/biz/esperanza-cocina-de-la-playa-manhattan-beach,Semi-private areas and patio for groups; contact directly,100,Luxury resort-caliber Mexican dining in Manhattan Beach; striking all-white dining room; top-notch margaritas; upscale seafood including crab enchiladas; four blocks from beach; vibrant upscale atmosphere
2,Slay Steak + Fish House,Manhattan Beach,Steakhouse / Seafood / New American,1141 Manhattan Ave Manhattan Beach CA 90266,(310) 802-1972,info@slaysteakandfishhouse.com,https://www.slaysteakandfishhouse.com/,https://www.yelp.com/biz/slay-steak-fish-house-manhattan-beach,Private dining available; contact directly,80,David Slay restaurant in former Darren's space; steak and seafood focused; prime downtown Manhattan Beach location; South Bay dining veteran behind concept
2,Baran's 2239,Hermosa Beach,New American / Seasonal,502 Pacific Coast Hwy Hermosa Beach CA 90254,(424) 247-8468,,https://www.barans2239.com/,https://www.yelp.com/biz/barans-2239-hermosa-beach,Private event and dinner party venue; contact via website,60,Michelin Bib Gourmand 2019-2023; brothers Jason and Jonathan Baran; Chef Tyler Gugliotta; all house-made from scratch; seasonal rotating menu; 100+ wines by bottle; 40+ craft beers; steps from Pacific coastline; casual yet refined
2,RYLA,Hermosa Beach,Asian-Californian / Asian Fusion,1220 Hermosa Ave Hermosa Beach CA 90254,(424) 247-9881,davidr@eatryla.com,https://eatryla.com/,https://www.yelp.com/biz/ryla-hermosa-beach-2,Private dining room seats 20-30 guests,30,Michelin Plate 2022; 2025 Michelin Guide Recommended; Chef Ray Hayashi & Chef Cynthia Hetlinger; coastal California cuisine with Japanese flavors; alumni of MB Post FWD and Providence; critically acclaimed; Saturday/Sunday brunch
2,Palmilla Cocina y Tequila,Hermosa Beach,Mexican / Baja Cuisine,39 Pier Ave Hermosa Beach CA 90254,(310) 374-4440,reservations@palmillahb.com,https://palmillarestaurant.com/,https://www.yelp.com/biz/palmilla-cocina-y-tequila-hermosa-beach,Full-service patio and private dining areas; on-site events manager; custom group menus; contact events at 310-977-7939,100,Only fine dining on Hermosa Beach Pier; gourmet regional Mexican; best premium tequila selection in South Bay; designed by G+ Gulla Jonsdottir; oceanfront promenade setting; 4.7 stars OpenTable
2,The Bottle Inn Hermosa,Hermosa Beach,Italian,26 22nd St Hermosa Beach CA 90254,(310) 376-9595,thebottleinnhermosa@gmail.com,http://www.thebottleinnhermosa.com/,https://www.yelp.com/biz/the-bottle-inn-hermosa-hermosa-beach,Wine cellar seats 25; semi-private front room 30; back private room ~15; lunch or dinner private events; no outside wines in private events,30,South Bay institution since 1974; 50+ years in business; Wine Spectator Award of Excellence; cozy Italian; ocean view patio; 4.9 stars OpenTable; half-price local winemaker bottles on Wednesdays
2,Steak & Whisky,Hermosa Beach,Steakhouse / American Brasserie,117 Pier Ave Hermosa Beach CA 90254,(310) 318-5555,eventmanager@blackhousehg.com,https://www.steakandwhisky.com/,https://www.yelp.com/biz/steak-and-whisky-hermosa-beach-6,Designated area for groups within dining room; full venue buyout available,80,Chef Tin Vuong / Blackhouse Hospitality; 1920s historic brick building; 200+ whiskeys; 80 wines; 30-day dry-aged Porterhouse; Lamb Osso Bucco; Butter Poached Lobster; French techniques; rustic leather booths and brick walls
2,Slay Hermosa,Hermosa Beach,New American / Farm-to-Beach,2620 Hermosa Ave Hermosa Beach CA 90254,(310) 921-8779,slayhermosa@gmail.com,https://www.slayhermosa.com/,https://www.yelp.com/biz/slay-hermosa-hermosa-beach,Rooftop available for private events including birthdays corporate dinners holiday parties; 3 distinct dining areas,80,Farm-to-Beach concept; ingredients from Slay Vineyard; team behind Martha's Cafe and The Bottle Inn; inside dining + outdoor porch patio + rooftop; vintage coastal decor; retro beach club energy; brunch on weekends
2,Fox & Farrow,Hermosa Beach,New American / Speakeasy,1332 Hermosa Ave Hermosa Beach CA 90254,(310) 937-2598,FoxandFarrow@gmail.com,https://www.foxandfarrow.com/,https://www.yelp.com/biz/fox-and-farrow-hermosa-beach,Private dining and buyout available; contact directly,60,Speakeasy vibe; described as Michelin-worthy; Chef Darren Weiss (formerly of Darren's Manhattan Beach); bold international flavors with fresh local ingredients; upstairs entrance; unique and sophisticated South Bay experience
2,Radici Italian Ristorante,Hermosa Beach,Italian,934 Hermosa Ave Hermosa Beach CA 90254,(310) 318-0778,,https://www.radicihermosabeach.com/,https://www.yelp.com/biz/radici-hermosa-beach-2,Dining room 60 seated / 90 standing; bar 16 / 25 standing; outdoor patio 20 / 25 standing; full buyout 150 seated / 175 standing,175,Authentic Italian from family recipes (Pacentro Italy); Nonna Lucia's heritage recipes; Wine Wednesday and Lasagna Sunday events; family-owned; upscale modern setting; Hermosa Ave location
2,The Rockefeller,Hermosa Beach,Gastropub / American,418 Pier Ave Hermosa Beach CA 90254,(310) 372-8467,kelly@eatrockefeller.com,https://www.eatrockefeller.com/,https://www.yelp.com/biz/rockefeller-hermosa-beach-hermosa-beach,Newly remodeled private event room; hosted weddings rehearsal dinners corporate luncheons Super Bowl parties holiday mixers; full events team,100,South Bay's Original Gastropub since 2002; craft beer and wine; fresh local ingredients; 3 South Bay locations; 4.8 stars OpenTable; bottomless mimosa brunch; great for casual corporate events
2,Chart House,Redondo Beach,Seafood / American,231 Yacht Club Way Redondo Beach CA 90277,(310) 372-3464,,https://www.chart-house.com/location/chart-house-redondo-beach-ca/,https://www.yelp.com/biz/chart-house-redondo-beach,America's Cup Room 40; Harbor Room 85; Sunset Room 70; full venue buyout up to 300; outdoor oceanfront terrace,300,Established 1969; panoramic Pacific Ocean views; waterfront King Harbor location; Diners Choice Award for Seafood and Scenic Views; dedicated private events coordinator; one of South Bay's most experienced event venues
2,Pacific Standard Prime,Redondo Beach,Steakhouse / Californian,1810 S Pacific Coast Hwy Redondo Beach CA 90277,(424) 247-7521,service@pspsteak.com,https://www.pspsteak.com/,https://www.yelp.com/biz/pacific-standard-prime-redondo-beach,Dining room bar area and outdoor patio for private events; full buyout available; contact directly,80,Voted South Bay's Best Steakhouse Best Chef and Best Sommelier; modern California steakhouse; seasonal sustainable all-natural beef; open Sunday brunch; owner Kevin personally attentive to guests
2,Montauk,Redondo Beach,Coastal American / Seafood,1611 S Catalina Ave Suite 150 Redondo Beach CA 90277,(213) 596-2699,info@montaukinredondo.com,https://www.montaukinredondo.com/,https://www.yelp.com/biz/montauk-redondo-beach,Private events in The Dining Room The Garden and The Den jazz lounge; wine tastings $50/person; contact reservations@montaukinredondo.com,160,Opened Oct 2025; East Hamptons sophistication meets SoCal coastal; 160-seat Riviera Village restaurant; Executive Chef Rob White; The Den jazz lounge with nightly live music; KJazz 88.1 partnerships; sommelier-curated wine list; buzzy new arrival
2,Bettolino Kitchen,Redondo Beach,Italian-Californian,211 Palos Verdes Blvd Redondo Beach CA 90277,(310) 375-0500,,https://www.bettolinokitchen.com/,https://www.yelp.com/biz/bettolino-kitchen-redondo-beach-3,Celebrations and special events available via website; contact directly,70,Modern California-Italian; housemade pastas; locally sourced ingredients; founded by Andreanna and Sean Liguore (family behind Gaetano's); Riviera Village; lemon tagliatelle with scallops and brasato short rib standouts
2,The Rex Seaside Steakhouse,Redondo Beach,Steakhouse,221 Ave I Redondo Beach CA 90277,(310) 316-9041,events@therexsteakhouse.com,https://therexsteakhouse.com/,https://www.yelp.com/biz/the-rex-seaside-steakhouse-redondo-beach,2nd and 3rd floor private spaces exclusively for private events; Tastemaker Dinner Series with wineries and distilleries,80,Hollywood Riviera neighborhood; USDA Prime + Miyazaki A5 Wagyu + American Wagyu; white oak fire cooking; family-owned luxury experience with neighborhood warmth; pan-Asian flair; 4.6 stars OpenTable
2,Salt & Pearl,Redondo Beach,Seafood / Steak,1719 S Catalina Ave Redondo Beach CA 90277,(310) 372-0122,info@saltandpearlrb.com,https://saltandpearlrb.com,https://www.yelp.com/biz/salt-and-pearl-redondo-beach,Indoor dining room and street-side patio for private events; contact directly,60,New culinary renaissance for South Bay; premium seafood and prime meats; seasonal ingredients; Chef Alex Schwartzman; Surf & Turf Sundays; S&P Supper prix fixe; Tomahawk Tuesdays; Riviera Village location
2,Zoku Yakitori,Redondo Beach,Japanese / Yakitori / Izakaya,261 Avenida del Norte Redondo Beach CA 90277,(650) 376-5476,,https://www.zokuyakitori.com/,https://www.yelp.com/biz/zoku-redondo-beach-3,Tables can be combined for larger groups; counter and table seating; reservations via OpenTable,40,Chefs trained in Hinai Jidori prestigious yakitori tradition; premium binchotan charcoal grilling; A5 wagyu and unagi skewers; furniture crafted in Japan; sake wine and craft beer; intimate and highly authentic
