Restaurant Name,Neighborhood,Cuisine Type,Address,Phone,Email,Website,Yelp URL,Private Dining / Event Info,Approximate Capacity,Notes
Angelino Trattoria,Toluca Lake,Italian / Pizza,"4386 Lankershim Blvd, Toluca Lake, CA 91602",(818) 769-5241,,https://www.angelinostrattoria.com/,https://www.yelp.com/biz/angelino-trattoria-and-pizzeria-toluca-lake,,,Best reviewed restaurant in Toluca Lake on OpenTable; relaxing Italian eatery
Don Cuco,Toluca Lake,Mexican,"3911 W Riverside Dr, Burbank, CA 91505",(818) 842-1123,doncuco@doncuco.com,https://www.doncuco.com/,https://www.yelp.com/biz/don-cuco-mexican-restaurant-burbank,,,Toluca Lake classic since 1969; family recipes from Merida Yucatan
Olive & Thyme,Toluca Lake,Mediterranean / Cafe,"3821 W Riverside Dr, Burbank, CA 91505",(818) 557-1560,,https://oliveandthyme.com/,https://www.yelp.com/biz/olive-and-thyme-toluca-lake-2,,,Gourmet cafe and marketplace; fine cheeses and charcuterie; Chef Melina Davies; since 2011
MA's Italian Kitchen,Toluca Lake,Italian,"4705 Lankershim Blvd, Toluca Lake, CA 91602",(818) 766-9100,,https://www.masitaliankitchen.com/,https://www.yelp.com/biz/mas-italian-kitchen-toluca-lake,,,Hearty Italian-American comfort food
Granville NoHo,North Hollywood,New American,"11136 Magnolia Blvd, North Hollywood, CA 91601",(818) 962-0858,noho@granville.net,https://www.granvillerestaurants.com/,https://www.yelp.com/biz/granville-north-hollywood-4,Private room available; group dining; inquiries to noho@granville.net,,NoHo Arts District location; organic ingredients; full bar; DineLA trophy winner
Salsa & Beer,North Hollywood,Mexican,"11669 Sherman Way, Sun Valley, CA 91605",(818) 503-1220,,https://salsaandbeer.com/,https://www.yelp.com/biz/salsa-and-beer-north-hollywood,,,One of the most popular Mexican restaurants in the Valley; famous salsa bar; family-run; Zacatecas recipes
350 Degree KBBQ,North Hollywood,Korean BBQ,"5319 Lankershim Blvd, North Hollywood, CA 91601",(818) 760-0350,,https://350degreekbbq.com/,https://www.yelp.com/biz/350-degree-kbbq-north-hollywood,,,Top-rated Korean BBQ
Memphis Grill,North Hollywood,BBQ / Memphis-Style,"12224 1/2 Magnolia Blvd, North Hollywood, CA 91607",(818) 760-0850,,https://www.thememphisgrill.com/,https://www.yelp.com/biz/memphis-grill-north-hollywood,,,Memphis-style BBQ; underrepresented style in LA
The Six Social House,North Hollywood,American,"13228 Burbank Blvd, Sherman Oaks, CA 91401",(818) 385-1926,,https://www.thesixla.com/,https://www.yelp.com/biz/the-six-social-house-sherman-oaks,,,Social house concept; bar and dining
UMIAI Hand Roll & Sake Bar,North Hollywood,Japanese / Hand Roll,"11274 Magnolia Blvd, North Hollywood, CA 91601",(818) 358-3580,michelle@umiaihandroll.com,https://www.umiaihandroll.com/,https://www.yelp.com/biz/umiai-hand-roll-and-sake-bar-north-hollywood,,,Hand roll sushi; sake bar
Vui Ve,North Hollywood,Vietnamese,"6255 Laurel Canyon Blvd, North Hollywood, CA 91606",(818) 508-0898,,https://www.vuive.com/,https://www.yelp.com/biz/vui-ve-north-hollywood,,,Vietnamese cuisine; multiple Valley locations
The Swingin' Door,North Hollywood,Texas BBQ,"13230 Burbank Blvd, North Hollywood, CA 91401",(818) 766-4644,,https://www.swingindoorbbq.com/,https://www.yelp.com/biz/the-swingin-door-north-hollywood,,,Texas-style BBQ; casual neighborhood spot
Castaway Restaurant & Events,Burbank,American / Steakhouse,"1250 East Harvard Rd, Burbank, CA 91501",(818) 848-6691,castawayburbank@srcmail.com,https://www.castawayburbank.com/,https://www.yelp.com/biz/castaway-burbank-burbank-6,Eight indoor/outdoor event spaces; accommodates 20-1000 guests; full-service events team; weddings corporate and social events,1000,Sweeping views of LA skyline; completely reimagined; seasonal cuisine; premier event destination
The Smoke House,Burbank,American / Steakhouse,"4420 Lakeside Dr, Burbank, CA 91505",(818) 845-3731,info@smokehouse1946.com,https://www.smokehouse1946.com/,https://www.yelp.com/biz/smoke-house-restaurant-burbank-3,Accommodating solutions for private dining; contact restaurant directly for arrangements,,Fine food since 1946; prime rib and aged steaks; valet parking; 4.5 stars on OpenTable
Morton's The Steakhouse,Burbank,Steakhouse,"3400 W Olive Ave, Burbank, CA 91505",(818) 238-0424,,https://www.mortons.com/location/mortons-the-steakhouse-burbank-ca/,https://www.yelp.com/biz/mortons-the-steakhouse-burbank,Spacious dining room; three private boardrooms; events for 10-100 guests,100,Heart of Burbank Media District; near NBC Warner Bros Disney; signature Bar Bites
Porto's Bakery & Cafe,Burbank,Cuban / Bakery,"3614 W Magnolia Blvd, Burbank, CA 91505",(818) 846-9100,,https://www.portosbakery.com/,https://www.yelp.com/biz/portos-bakery-and-cafe-burbank,,,Pride of Burbank since 1960; legendary guava pastries and potato rolls; ships nationwide
Bob's Big Boy,Burbank,American / Diner,"4211 W Riverside Dr, Burbank, CA 91505",(818) 843-9334,,https://bobs.net/,https://www.yelp.com/biz/bob-s-big-boy-burbank,,,Oldest remaining Bob's Big Boy in America (1949); CA Point of Historical Interest; Friday Classic Car Show
Chili John's,Burbank,American / Chili,"2018 W Burbank Blvd, Burbank, CA 91506",(818) 846-3611,,https://chilijohnsofca.com/,https://www.yelp.com/biz/chili-johns-burbank-3,,,Burbank's oldest continuously operating restaurant; same recipe since 1946; featured on Diners Drive-Ins and Dives
Sotta,Burbank,Italian,"209 N Pass Ave, Burbank, CA 91505",(818) 558-3557,info@sottala.com,https://sottala.com/,https://www.yelp.com/biz/sotta-burbank,,,Hip new Italian; top-rated on Yelp
The Girl & The Chicken,Burbank,American / Chicken,"3323 W Olive Ave, Burbank, CA 91505",(818) 333-1025,,https://girlandthechicken.com/,https://www.yelp.com/biz/the-girl-and-the-chicken-burbank,,,Popular new restaurant; highly rated
Gus's World Famous Fried Chicken,Burbank,Southern / Fried Chicken,"308 N San Fernando Blvd, Burbank, CA 91502",(818) 276-1010,,https://gfriedchicken.com/,https://www.yelp.com/biz/guss-world-famous-fried-chicken-burbank,,,Memphis-born; world-famous fried chicken
Palma Ristorante,Burbank,European / Italian,"3601 W Olive Ave, Burbank, CA 91505",(818) 736-7256,info@palmaburbank.com,https://palmausa.com/,https://www.yelp.com/biz/palma-ristorante-burbank,Fine dining venue; event hosting available,,Premier fine dining in Burbank; extensive wine list; signature cocktails
Le Sanglier,Tarzana,French,"5522 Crebs Ave, Tarzana, CA 91356",(818) 345-0470,,https://www.lesanglierrestaurant.com/,https://www.yelp.com/biz/le-sanglier-french-restaurant-tarzana-2,,,Award-winning French restaurant since 1970; over 50 years; duck wild boar veal specialties; 4.8 stars OpenTable
SO Sushi,Tarzana,Japanese / Sushi,"18450 Ventura Blvd, Tarzana, CA 91356",(818) 345-0360,,https://www.sosushi.net/,https://www.yelp.com/biz/so-sushi-tarzana,,,Name means creative in Chinese; set menus for sushi sashimi and roll lovers
Casalena,Woodland Hills,Coastal Mediterranean,"22160 Ventura Blvd, Woodland Hills, CA 91364",(818) 704-1185,,https://www.casalena.la/,https://www.yelp.com/biz/casalena-woodland-hills-2,Five distinct dining spaces; accommodates 10-600 guests; full event planning,600,8000 sq ft; coastal Mediterranean; indoor/outdoor; bar lounge atrium garden terrace
Prose Kitchen & Bar,Woodland Hills,New American / Italian,"21150 Ventura Blvd, Woodland Hills, CA 91364",(747) 300-3152,events@eatatprose.com,https://eatatprose.com/,https://www.yelp.com/biz/prose-kitchen-and-bar-woodland-hills,Group and private event inquiries to events@eatatprose.com,,Chef David Gussin; California seasonality with global influence; opened March 2025; rolled lasagna miso black cod
JOEY Woodland Hills,Woodland Hills,New American,"6344 Topanga Canyon Blvd, Ste 1010, Woodland Hills, CA 91367",(818) 340-5639,,https://joeyrestaurants.com/location/joey-woodland-hills,https://www.yelp.com/biz/joey-woodland-hills-woodland-hills-3,Private dining for 10-120 people; courtyard patio lounge and dining room; $800-$20000 per event,120,Globally-inspired menus; craft cocktails; valet parking; open late
Fleming's Prime Steakhouse,Woodland Hills,Steakhouse,"6373 Topanga Canyon Blvd, Woodland Hills, CA 91367",(818) 346-1005,,https://www.flemingssteakhouse.com/locations/ca/woodland-hills,https://www.yelp.com/biz/fleming-s-prime-steakhouse-and-wine-bar-woodland-hills,Private dining rooms available; Cisco conferencing system; Events & Catering menu,,Near Warner Center; outstanding for business dining; validated parking
Deux Bistro,Woodland Hills,French Bistro,"20969 Ventura Blvd, Ste 14, Woodland Hills, CA 91364",(747) 230-4034,,https://deuxbistrowh.com/,https://www.yelp.com/biz/deux-bistro-woodland-hills,,,Family-owned; Chef Nicolas Fanucci from Cannes France; farm-to-table; French Quarter shopping center
Saint & Second,Woodland Hills,American,"22235 Ventura Blvd, Woodland Hills, CA 91364",(818) 610-3500,,https://www.saintandsecond.com/,https://www.yelp.com/biz/saint-and-second-woodland-hills,,,Top-rated on Yelp; American cuisine
Superba Food + Bread,Woodland Hills,Californian / Bakery,"22543 Ventura Blvd, Woodland Hills, CA 91364",(818) 564-6200,,https://www.superbafoodandbread.com/,https://www.yelp.com/biz/superba-food-bread-woodland-hills,,,Artisan bakery and restaurant; Californian cuisine
The Brothers Sushi,Woodland Hills,Japanese / Sushi,"22010 Ventura Blvd, Woodland Hills, CA 91364",(818) 712-0001,,https://www.thebrotherssushi.com/,https://www.yelp.com/biz/the-brothers-sushi-woodland-hills,,,Omakase and a la carte sushi
Shirin Restaurant,Woodland Hills,Persian,"21826 Ventura Blvd, Woodland Hills, CA 91364",(818) 348-7318,shirinresventura@gmail.com,https://shirinrestaurant.com/,https://www.yelp.com/biz/shirin-restaurant-woodland-hills,,,Family-owned for over 30 years; Persian cuisine
BLVD Steak Calabasas,Calabasas,Steakhouse / Seafood,"4776 Commons Way, Ste A, Calabasas, CA 91302",(818) 436-2900,info@blvdcalabasas.com,https://www.blvdsteak.com/calabasas-location,https://www.yelp.com/biz/blvd-steak-calabasas-2,Private events available; contact stephanie@taishogroup.com,,Modern steakhouse at The Commons; named best steakhouse by Eater and Chowhound
King's Fish House,Calabasas,Seafood,"4798 Commons Way, Calabasas, CA 91302",(818) 225-1979,,https://www.kingsfishhouse.com/calabasas,https://www.yelp.com/biz/kings-fish-house-calabasas-calabasas-2,Private dining for events and celebrations,,Established 1999; daily changing menu; oysters sushi live shellfish; 4.7 stars OpenTable
Agostino Sciandri's,Calabasas,Italian,"4799 Commons Way, Calabasas, CA 91302",(818) 222-9919,,https://calabasas.toscanova.com/,https://www.yelp.com/biz/agostino-sciandris-calabasas,,,Authentic Italian at The Commons in Calabasas
Marmalade Cafe,Calabasas,American,"4783 Commons Way, Calabasas, CA 91302",(818) 225-9092,,https://www.marmaladecafe.com/,https://www.yelp.com/biz/marmalade-cafe-calabasas,,,Well-prepared American cuisine; chain with quality dining
Odyssey Restaurant & Events,Granada Hills,New American / Steakhouse,"15600 Odyssey Dr, Granada Hills, CA 91344",(818) 366-6444,events@srcmail.com,https://www.theodysseyrestaurant.com/,https://www.yelp.com/biz/odyssey-restaurant-and-events-granada-hills,Ballroom indoor/outdoor event spaces; private patio; gazebo; 20-600 guests; SRC Event Group partner,600,Hilltop views of San Fernando Valley; steak-forward seasonal menu; premier wedding venue
Mercado Buenos Aires,Granada Hills,Argentine,"16137 Devonshire St, Granada Hills, CA 91344",(747) 529-6380,,https://www.mercadobuenosairesusa.com/,https://www.yelp.com/biz/mercado-buenos-aires-granada-hills-2,,,Over 30 years; Argentine restaurant bakery and market; grass-fed Angus beef; award-winning wines
Seoul Time,Granada Hills,Korean,"16530 Chatsworth St, Granada Hills, CA 91344",(818) 360-0096,,,https://www.yelp.com/biz/seoul-time-granada-hills,,,Top-rated Korean restaurant in Granada Hills
La Popular,Granada Hills,Mexican,"19801 Rinaldi St, Porter Ranch, CA 91326",(818) 831-8880,,https://www.lapopularcdmx.com/locations/porter-ranch,https://www.yelp.com/biz/la-popular-porter-ranch,,,10/10 food per reviews; top-tier quesabirria tacos and consome
Lola's Kitchen,Granada Hills,Mexican,"17601 Chatsworth St, Granada Hills, CA 91344",(818) 832-6464,,,https://www.yelp.com/biz/lolas-kitchen-granada-hills,,,Home-style Mexican cooking
Joe's Cafe,Granada Hills,American / Breakfast,"16548 Chatsworth St, Granada Hills, CA 91344",(818) 366-0617,info@joescafegh.com,https://joescafegh.com/,https://www.yelp.com/biz/joes-cafe-granada-hills,,,Beloved breakfast spot
La Bella Pizza Trattoria Italiana,Granada Hills,Italian / Pizza,"10828 Balboa Blvd, Granada Hills, CA 91344",(818) 360-0003,,https://labellapizza-la.com/,https://www.yelp.com/biz/la-bella-pizza-trattoria-italiana-granada-hills,,,Italian trattoria; pizza and pasta
Costa Grande,Van Nuys,Mexican,"14835 Oxnard St, Van Nuys, CA 91411",(818) 947-3500,,https://www.costagrandevannuys.com/,https://www.yelp.com/biz/costa-grande-van-nuys,,,Authentic Mexican; handmade tortillas; top-rated on Yelp
AYCE Gogi,Van Nuys,Korean BBQ,"6301 Van Nuys Blvd, Van Nuys, CA 91401",(818) 785-2694,,https://www.aycegogi.com/,https://www.yelp.com/biz/ayce-gogi-van-nuys,,,All-you-can-eat Korean BBQ; clean inviting ambiance; reasonable pricing
Bafang Dumpling,Van Nuys,Chinese / Dumplings,"14350 Victory Blvd, Van Nuys, CA 91401",(818) 786-8333,,https://www.bafangdumpling.com/,https://www.yelp.com/biz/bafang-dumpling-van-nuys,,,Authentic Chinese dumplings; quick service
El Criollo,Van Nuys,Cuban,"6525 Van Nuys Blvd, Van Nuys, CA 91401",(818) 994-4444,,http://vannuys.cubanfoodla.com/,https://www.yelp.com/biz/el-criollo-van-nuys,,,A must-stop in the Valley for Cuban food
Mariscos Los Arcos,Van Nuys,Mexican / Seafood,"14548 Sylvan St, Van Nuys, CA 91411",(818) 909-0091,info@mariscoslosarcos.com,https://mariscolosarcos.com/,https://www.yelp.com/biz/mariscos-los-arcos-van-nuys,,,Mexican seafood; top pick on Restaurantji
Fresh Grill Mediterranean,Van Nuys,Mediterranean,"14516 Victory Blvd, Van Nuys, CA 91411",(818) 786-0011,,https://freshgrillcuisine.com/,https://www.yelp.com/biz/fresh-grill-mediterranean-van-nuys,,,Highly rated Mediterranean
Gus's BBQ,Northridge,BBQ / Southern,"27504 The Old Rd, Valencia, CA 91355",(661) 977-7576,,https://www.gusbbq.com/,https://www.yelp.com/biz/guss-bbq-valencia,,,Since 1946; true Southern hospitality; real pit BBQ
Porto's Bakery Northridge,Northridge,Cuban / Bakery,"19546 Nordhoff St, Northridge, CA 91324",(818) 646-1806,,https://www.portosbakery.com/,https://www.yelp.com/biz/portos-bakery-cafe-northridge,,,Porto's Northridge location; same legendary pastries
Go's Mart,Canoga Park,Japanese / Sushi / Omakase,"22330 Sherman Way C12, Canoga Park, CA 91303",(818) 704-1459,,https://gos-mart.edan.io/,https://www.yelp.com/biz/gos-mart-canoga-park,,,Hidden gem; highest-grade sushi; no menu just daily specials; 30+ years expertise; 8 counter seats; no reservations
North Italia Topanga,Canoga Park,Italian,"6600 Topanga Canyon Blvd, Ste 52, Canoga Park, CA 91303",(818) 710-7246,,https://www.northitalia.com/locations/topanga-ca/,https://www.yelp.com/biz/north-italia-canoga-park,Group dining spaces available; Request a Space on website for events,,Handmade Italian from scratch; Westfield Topanga; 4.6 stars OpenTable
STK Steakhouse Topanga,Canoga Park,Steakhouse / Lounge,"6600 Topanga Canyon Blvd, Ste 2230, Canoga Park, CA 91303",(213) 946-4892,events@stksteakhouse.com,https://stksteakhouse.com/en-us/location/topanga/,https://www.yelp.com/biz/stk-steakhouse-canoga-park-3,Private event rooms seating up to 60; lunch from $45pp dinner from $95pp canape $50pp; call 833-STK-EVTS,60,Two floors and outdoor dining; live DJ; chic dining and lounge; at Westfield Topanga
Topanga Social,Canoga Park,Food Hall / Multi-Concept,"6600 Topanga Canyon Blvd, Ste 1M, Canoga Park, CA 91303",(818) 475-4000,,https://www.eatplaytopangasocial.com/,https://www.yelp.com/biz/topanga-social-canoga-park,55000 sq ft food hall; accommodates groups up to 1200 guests,1200,27 restaurant concepts; Westfield Topanga; live music; outdoor dining
Dog Haus,Canoga Park,American / Hot Dogs / Burgers,"21718 Sherman Way, Canoga Park, CA 91303",(818) 626-4287,,https://www.doghaus.com/,https://www.yelp.com/biz/dog-haus-canoga-park,,,All-natural hormone and antibiotic-free meat; gourmet hot dogs burgers sausages; craft beer
